nombre, direccion,ruc,representante_dni,telefono
Sequa Corp,Ipnun Ridge 273,10295443848,24731454,998791366
Genuity Inc.,Poka Terrace 657,20117734536,91093711,5594558
L-3 Communications Holdings Inc.,Sufo Junction 085,20192216166,11319244,4952448
Varco International Inc,Mizaru Lane 812,20259562475,89139395,2314986
Pioneer-Standard Electronics Inc.,Kavez Grove 370,10312855997,30359645,986197855
"Earthlink, Inc.",Susaf Path 172,10727176538,24677303,956132595
Parker Hannifin Corp.,Cahro Terrace 947,20293837341,51506174,3189877
The AES Corporation,Vewe Manor 235,10416383342,16614397,931881663
Paccar Inc,Rakes Avenue 024,10693638575,36840299,985136456
Safeguard Scientifics Inc.,Jawi Road 981,10549844922,42742945,963567728
Unified Western Grocers Inc,Ebteh Trail 755,10218812453,81043512,966717685
Textron Inc,Tales View 156,20372734518,88074630,3427385
PPL Corp,Buvmuk Square 309,10661528597,21811053,937168657
Thomas & Betts Corporation,Usoaca Boulevard 980,20772942673,97071920,922847268
Brunswick Corporation,Gowbe Manor 581,10526244262,23399579,921894974
Ball Corporation,Hotfi Heights 294,10174414587,14056341,937536632
Darden Restaurants Inc.,Behhed View 045,10539653995,03801884,4189768
Concord EFS Inc.,Nuwrah Plaza 508,10428486355,49084867,2595749
Shopko Stores Inc,Dorsu Grove 326,10515484322,51589309,6626283
"Allegheny Energy, Inc.",Nocje Pike 029,10921323875,52758267,978188986
KPMG Consulting Inc.,Kosicu Boulevard 154,20595844947,72592670,968494122
SunGard Data Systems Inc.,Atgat Extension 985,10217793987,32906256,6631169
Masco Corporation,Pihme View 863,20822727857,70225068,2437552
"Applied Materials, Inc.",Lico Center 244,10273864264,68380486,6463886
Hub Group Inc.,Wehsi Highway 414,20548639822,70168036,2698688
Lyondell Chemical Company,Folire Extension 457,20381824196,12541168,5716384
Nvidia Corp,Motsew Ridge 854,10532737536,93740641,4938734
Expeditors International of Washington Inc.,Wuceh Path 776,10646689219,15334837,969114589
Household International Corp.,Talfo Junction 556,20526377913,39668095,5841237
Constellation Emergy Group Inc.,Nupteb Avenue 932,20318915295,04530828,929143853
Wal-Mart Stores Inc,Lucpi Grove 147,10116343547,64869911,982799159
Spartan Stores Inc,Pifkid Mill 749,20149596888,09350799,956576765
Eastman Kodak Company,Sute Manor 550,10965414867,65991691,977491553
Equity Office Properties Trust,Nazmir Way 656,20111189632,44796644,2972969
The Neiman Marcus Group Inc.,Hovju View 846,20522144811,64588044,982454561
"Automatic Data Processing, Inc.",Ombaf Pass 714,10444879752,08279983,4397636
Oracle Corp,Negto Street 036,10558558876,63414808,977627264
Morgan Stanley Dean Witter & Co.,Walagu Parkway 846,10947314397,07675083,932875973
Ivax Corp.,Mafo Junction 731,20691616359,24868098,2735827
"Allied Waste Industries, Inc.",Wale Road 840,10285711889,86262409,922997214
TECO Energy Inc,Gavkuv Manor 636,10641671323,86320480,912191462
MBNA Corporation,Ojase Highway 701,10141337885,16750412,2468289
TECO Energy Inc,Davfev Turnpike 319,10621224511,61038164,5111865
Ameren Corporation,Dijwa Center 738,10542454553,08925882,3176561
WESCO International Inc,Mizfad Manor 240,10985734564,75673487,4372158
Plains All American Pipeline LP,Ebsiv Way 495,20378733683,93214186,6238263
Ashland Inc.,Bekip Lane 690,20236546732,34008230,2937549
Nortek Inc,Ovofuj Place 540,10177836453,52113008,969389318
Markel Corporation,Gurer Junction 094,10466914454,75545023,2676229
Rite Aid Corp,Covned Terrace 401,20493545819,35848777,6568135
OM Group Inc,Sacet Trail 575,10714137817,23951056,917192815
Gentiva Health Services Inc.,Hodlu Point 219,20572737372,89467385,967678352
Ivax Corp.,Ulla Point 438,20649236919,31060534,6136382
Paccar Inc,Oduel Key 359,20488154878,80197735,934475868
Carpenter Technology Corp.,Rebabo Avenue 789,10956833914,49795080,3618765
3M Company,Uhuda Terrace 884,10191494539,68191338,5722821
United Rentals Inc,Ilpuc Junction 568,20155363422,13201021,969546715
MDU Resources Group Inc.,Guzag Ridge 250,10574843742,62851839,4946259
"American Eagle Outfitters, Inc.",Vizto Highway 050,20732169363,56253373,2918995
Marsh & McLennan Companies Inc.,Jofrin Way 811,20797635323,45158283,949253948
"Alaska Air Group, Inc.",Ceje Manor 461,10289514898,65537978,3154641
SBC Communications Inc,Poci Center 983,10179334421,37530854,996179163
Federal Mogul Corp.,Mobnop Pike 167,10834117115,04192521,4369776
First Tennessee National Corp.,Olpid Heights 581,10854682495,28544697,924296445
Domino's Pizza LLC,Jotad Glen 139,10373927443,58143032,955593375
Alliant Energy Corporation,Ereme Point 306,10186522526,99441803,942454776
USA Interactive,Ijzon Circle 848,10813161879,41836899,4767899
Sports Authority Inc,Dana Place 831,20125514694,97880932,958445592
Levi Strauss & Co.,Orjas Plaza 129,10249132498,42821288,984394295
United Parcel Service Inc,Ginit Path 016,20577295549,03774595,2759435
IMC Global Inc.,Vuzec Square 492,10545435111,87910535,989268937
National Semiconductor Corporation,Sopi Terrace 899,20984795339,43558959,958229936
J.B. Hunt Transport Services Inc.,Oriba Drive 327,20924276175,31317524,938424181
"Amtran, Inc.",Miuv Park 795,20261791126,11988366,921759335
Safeguard Scientifics Inc.,Suhme Court 951,20828313155,97836036,6329126
J.C. Penny Co.,Lepom Point 515,10431636788,88237054,988433642
Triad Hospitals Inc,Lusoj Place 052,10233531253,83048528,6532112
Office Depot Inc.,Calfiw Circle 535,20188559585,30760898,961327775
Phelps Dodge Corp.,Mertus Court 523,20284818882,22897222,3198161
Domino's Pizza LLC,Wusol Road 720,10689955984,01502717,956562153
CH2M Hill Cos. Ltd.,Edoaci Boulevard 242,10633467362,31268965,991456615
Teleflex Incorporated,Ugej Street 943,10118428376,01411793,928133841
Scana Corp.,Fehof Place 007,10626667463,78784332,5392878
Allegheny Technologies Incorporated,Oroti Mill 646,20552914562,52818901,5611118
AK Steel Holding Corporation,Wuucu Place 144,10182496841,95409644,937328626
IMC Global Inc.,Ifcan Park 351,20516214586,33839847,986563239
Tribune Company,Kugta Manor 573,20933936592,08065652,959223916
"Dreyer's Grand Ice Cream, Inc.",Codfoz Turnpike 455,20264911613,42833608,4415267
Raymond James Financial Inc.,Lajwe Road 458,10135188616,42097529,949615837
"Borders Group, Inc.",Intof Path 126,10528634237,52155057,6994518
Johnson Controls Inc.,Tujha Extension 807,20177142831,98810038,986516891
Jack In The Box Inc.,Unatu Highway 290,10913999684,28856038,2985995
Louisiana-Pacific Corporation,Pubin Key 439,10662831385,46676471,995459799
Charming Shoppes Inc.,Ulve Road 495,20869524266,88210367,5155516
Avery Dennison Corporation,Zemi Manor 306,20255574633,69471254,2573714
Deere & Company,Dajo Terrace 767,20342578584,63704877,6396121
Supervalu Inc,Pedli Glen 074,20295576588,20773405,5466457
The Black & Decker Corporation,Dipnaz Highway 542,20135296852,42676842,5993942
Zale Corporation,Ipiak Street 587,10884424712,53677252,928755143
Temple-Inland Inc,Vupji Ridge 587,20523685493,58578464,4249598
Lear Corporation,Elunu Point 350,20182765373,11874385,977166162
Crown Cork & Seal Co. Inc.,Diog Park 979,10333167697,98152324,2311398
Eastman Chemical Company,Mohnoc Pass 504,10415693274,54358398,959326428
The MONY Group Inc.,Wiuri Ridge 445,10756756769,39119676,6117287
Sealed Air Corp,Jatmub Junction 868,20558191542,16353653,6582764
CKE Restaurants Inc.,Zuohi Grove 055,20737541191,39148695,976745741
Regions Financial Corp.,Cegaw Lane 837,10253511294,21672440,2164858
"Brown Shoe Company, Inc.",Tesfa Park 769,10885371442,77379085,4629726
SBC Communications Inc,Huvero Pass 443,20454924164,46037951,3417514
"Broadwing, Inc.",Lafel Pass 904,10664797977,89252114,3462879
Laboratory Corporation of America Holdings,Okavor Highway 971,20686689725,80806757,3451629
National Semiconductor Corporation,Gafa Drive 973,20431286411,18111887,3743134
York International Corp,Bevlog Circle 521,10955926762,55597191,4513369
US Airways Group Inc,Neeju Junction 233,20517539119,52474463,3453216
Qualcomm Inc,Reobi Mill 070,10371294652,82381949,2225726
Pioneer-Standard Electronics Inc.,Eduzi Mill 025,20558288728,80671257,3935987
"Advantica Restaurant Group, Inc.",Lawtud Pike 521,20933394948,86205328,4269733
The Bear Stearns Companies Inc.,Tumit Plaza 832,10178782558,69641367,2226484
McKesson Corporation,Pegu Circle 842,10993325782,03676882,6189773
URS Corporation,Bikpin Way 422,10717213491,84542509,988852254
Equity Office Properties Trust,Zavoc Mill 847,10433625846,50059735,948387559
Fortune Brands Inc.,Nosaz Highway 411,20172597755,01721190,972943517
Wisconsin Energy Corporation,Utiavo Manor 754,20598751927,73600202,4683398
"American International Group, Inc.",Taber Boulevard 621,10716318229,07737152,6684551
"Albertson's, Inc.",Kevzu Drive 359,20529872631,51725286,2774783
Eli Lilly and Company,Tilac Grove 271,10136916782,56444182,928716764
Integrated Electrical Services Inc.,Bohfu Extension 165,10944667719,85255309,4232829
Sovereign Bancorp Inc.,Loodu Square 686,10286494265,58630345,5265319
Arkansas Best Corporation,Cied Plaza 685,20457932192,19441762,959785356
GreenPoint Financial Corp.,Fuik Place 473,20344949283,68698624,6385444
Outback Steakhouse Inc.,Rohpiz Pike 806,20597847959,99117669,3541435
Dillard's Inc.,Mavad Street 640,20148349583,94097806,927999653
Massey Energy Company,Agji View 112,20665778795,75765369,953748382
Avista Corporation,Bakvu Trail 699,20919926194,55557940,2152859
Continental Airlines Inc.,Sisi Lane 324,20261986161,30704354,5868867
Golden West Financial Corporation,Jebvuz Court 093,10117314446,80888416,981535631
Hartford Financial Services Group Inc.,Vupij Highway 303,10485629624,09721046,2626592
Torchmark Corporation,Bihcik Loop 539,20985268498,96662325,924842451
New Jersey Resources Corporation,Kuzac Square 387,10728282588,01960637,2245867
Belo Corp.,Betojo Terrace 669,20571162176,11715479,976996642
Bowater Incorporated,Cuwra Plaza 179,10587689216,91791453,923551938
Williams Companies Inc,Lazgun Mill 184,20598667161,42359387,944299228
Western Digital Inc,Firiz Ridge 590,10183134116,98243352,945268952
"Becton, Dickinson and Company",Icihez Trail 160,20441529663,52191543,5485361
Penn Traffic Co.,Vugu Terrace 825,20222615371,68332223,944794242
Nextel Communications Inc,Osudet Loop 296,10244925539,30727331,5657868
MBNA Corporation,Dizi Square 080,10334897456,41314942,991965288
Comdisco Inc.,Vosom Heights 197,10123534874,22709834,6316498
Radio Shack Corporation,Ifbe Circle 211,20583195184,10156262,948781698
"Beckman Coulter, Inc.",Bujnow Manor 001,10714535574,04677747,982438977
Campbell Soup Co.,Toit Court 642,20915966644,69291907,988184199
Ciena Corp.,Nabef Circle 622,10752428382,53745514,926527219
MasTec Inc.,Madpok Parkway 944,10135212527,19247334,6186569
"Peter Kiewit Sons', Inc.",Batgi View 346,10315776972,90878593,986226247
Echostar Communications Corporation,Biwan Grove 656,10328362834,96256826,3222278
CMS Energy Corp.,Punbuk Drive 633,10722336663,64221687,5618881
Georgia-Pacific Corporation,Rone Trail 487,20734423238,74649025,947429482
Cigna Corp,Jabto Path 114,10677976877,31208991,958533199
Solutia Inc,Azovev Plaza 816,20153176195,74615324,6839186
The AES Corporation,Jinrel Boulevard 018,10895322417,60431606,953611883
Conoco Inc,Ceore Glen 435,20137234538,49139988,952732167
Briggs & Stratton Corporation,Etiazu Grove 491,10879749357,14016101,2882146
Frontier Oil Corp,Cemez Road 196,10631436797,80569863,6194313
U.S. Industries Inc.,Fugze Street 918,10711422994,64049659,962775649
Nabors Industries Inc,Sonci Square 619,20349286662,42300672,995641765
Wachovia Corporation,Pilkuf Plaza 727,10646324533,05506439,6992423
"Autoliv, Inc.",Cofem Parkway 986,10198932175,18702707,6511731
Federal Express Corp.,Icova Highway 252,20489784239,96219671,2545793
Pitney Bowes Inc.,Juca Street 772,10721299484,02312611,3253696
Tenet Healthcare Corporation,Mede River 946,20258996722,12455383,939795218
Delphi Corp.,Tuha Mill 983,10138274387,63221941,3878935
"Anthem, Inc.",Fepo Mill 797,20885976757,50929843,956829177
Teradyne Inc,Hiscil Boulevard 143,10388611744,96380253,947583989
Sealed Air Corp,Sovis Square 456,20141485197,27161714,4784416
Triad Hospitals Inc,Copew Ridge 813,20652628312,94929499,976338253
Medtronic Inc.,Jeloz Drive 413,10918335468,79018430,5427775
Pioneer-Standard Electronics Inc.,Vizho Glen 714,10263844435,77172311,983966317
Bowater Incorporated,Ukkel Highway 231,20141369529,27669468,941715999
General Dynamics Corporation,Zako Junction 741,20839667879,09106830,4724946
Household International Corp.,Ekipu Road 729,20662216869,58379369,927772885
"Adams Resources & Energy, Inc.",Kupe Way 803,10842523399,73573011,929372957
Lehman Brothers Holdings Inc.,Guke Ridge 676,20441259663,53212296,3824765
"Avon Products, Inc.",Ufatop Glen 165,10945895678,81589309,957525643
FPL Group Inc.,Zojidu Heights 379,20623475934,27707112,931374148
Aon Corporation,Azefa Circle 019,20683942511,39359058,6729912
Danaher Corporation,Upha Loop 699,10498662655,99011240,997622583
ARAMARK Corporation,Mohe Mill 034,20428462283,18839296,925294312
Popular Inc,Lacom Turnpike 577,20225529371,22384903,4133883
First National of Nebraska Inc.,Bugon River 645,20338181221,75118870,921416456
Weis Markets Inc.,Alela Way 975,20882759518,34849575,2177197
RGS Energy Group Inc,Gawo Turnpike 164,10867939717,92226456,3939259
Colgate-Palmolive Co.,Duata Key 834,10755554864,42880677,994883918
"Albertson's, Inc.",Ukijo Circle 629,10819276473,88134273,943581811
Plains All American Pipeline LP,Vijum Boulevard 449,20855543159,74630857,933672637
Rock-Tenn Co,Akwi Trail 298,10981434675,33697752,4231338
UnumProvident Corporation,Ruda Point 278,20865352478,36385195,927144986
Owens Corning,Ohzij View 979,10777448872,49665072,946624795
WorldCom Inc,Umoafi Key 242,10797947968,23504951,2981415
"Airgas, Inc.",Urenul Court 743,10683178556,68476520,4899525
Gentiva Health Services Inc.,Muci Junction 127,10565367242,67692788,994425774
Vectren Corporation,Jike Circle 303,20878496921,94326132,4653529
Southwest Gas Corp,Weno Extension 960,20816894631,05652692,965591172
Rent A Center Inc,Ekeer Square 856,10674544863,49026962,991913337
Ingram Micro Inc.,Ijedid Manor 908,10414712427,91693477,971741742
Landstar System Inc.,Zomo Trail 835,10741256442,35693106,982162118
Idacorp Inc.,Gedu River 102,20275771728,43454190,6963754
Coventry Health Care Inc.,Zogri Extension 715,10532836294,46648785,3638214
Coca-Cola Co.,Bevke View 350,10854844174,35013257,3879175
Oracle Corp,Borob Ridge 209,10259461654,36269122,5778344
Black Hills Corporation,Omihi Grove 207,20429397227,46994677,933815479
The Clorox Co.,Bupit Junction 390,20157284342,28275214,934346549
WorldCom Inc,Zeih Mill 631,20863576818,04509104,6921862
Loews Corporation,Uzaic Heights 178,10577418999,77107924,5241917
PepsiAmericas Inc.,Eniuzu Key 216,20155869816,35707567,932684183
NTL Incorporated,Gowme Park 195,10927767428,63811599,973262991
Stanley Works,Leew Mill 569,10269474153,02834859,946793599
American Standard Companies Inc.,Oreviz Pike 722,10449413944,46676447,915819233
Cytec Industries Inc.,Nujij Manor 815,20518787969,48150237,5755681
Alberto-Culver Company,Sejuz Parkway 184,10635559841,19016974,926639689
CDW Computer Centers Inc.,Naba Lane 022,20677792443,82770862,936641282
New Jersey Resources Corporation,Pumvur Avenue 474,10655746646,17050258,2134964
C. H. Robinson Worldwide Inc.,Mosluv Parkway 917,10736788956,02102673,978127595
"Anthem, Inc.",Noju Center 463,10623453968,73780256,981325593
Flowers Foods Inc.,Mabbaz Center 197,10221258783,84052828,3982127
NSTAR,Esce River 757,20322387425,31228800,3216769
St. Jude Medical Inc,Nitweb Loop 098,20742491176,09266761,3614744
Williams Sonoma Inc,Nopov Way 034,20391686953,31405264,4974247
Ingram Micro Inc.,Jotcov Manor 936,20632644478,80457502,989489169
KeySpan Corp.,Ganop Turnpike 187,20429446199,76256150,3513684
"Big Lots, Inc.",Coveg Grove 984,10545166662,52231038,5363458
E.W. Scripps Company,Utecod Manor 866,10868475776,94139661,916152449
Kroger Co.,Zidom Loop 438,10451585433,99129077,4616388
Forest Laboratories Inc.,Rigle Way 100,20228943799,89905624,3272688
DynCorp,Gavsuw Street 107,20674282523,47148298,931396771
Micron Technology Inc.,Kanu Park 953,10981288291,80534083,3524359
KPMG Consulting Inc.,Pigi Parkway 841,20186913958,16461415,2628516
CKE Restaurants Inc.,Gabut Way 164,10499339415,43670074,915559679
Hasbro Inc.,Nepku Grove 012,10532456668,60359397,4147466
Volt Information Sciences Inc,Fomis Glen 897,20743172512,73927845,6717424
PolyOne Corp,Kicjo Park 230,10875928335,47203533,6745824
"Benchmark Electronics, Inc.",Wuse Key 252,10539593267,27158292,4992458
Kellwood Company,Gioze Center 919,20527326738,82137868,4334538
Radio Shack Corporation,Tadzim Path 740,10634698598,06214528,3441626
Watsco Inc,Agvu Parkway 002,20265186993,55743656,2972259
IKON Office Solutions Inc.,Tajgi Avenue 593,20444386542,41731683,6819787
